Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
392062,7477,5479,7994
520849,373,1375,5934
851761,23443,32377,14352
840810,9026,4864,6774
851671,1730,3812,4711
220210,6563,11456,6779
843780,8997,7355,13091
283650,4449,5127,5617
850120,2612,8386,10378
291241,4039,7317,6845
630419,668,2842,5911
80390,2342,3034,3477
293349,6284,3106,4695
901580,5142,7619,7063
940171,1240,1124,2438
392059,10645,13050,8596
847790,3912,2585,8036
860400,4156,457,563
91099,2319,5412,6442
711590,4317,262,3
721720,4194,6059,6201
293627,2845,5894,4892
851430,1967,5201,6166
230610,0,0,0
845150,5861,8818,7473
293090,6488,6179,6337
130220,5700,5749,5508
401390,5738,5819,7558
293410,9444,7855,10401
820750,4069,6951,7618
90619,2798,1747,2842
701337,15504,14266,16798
391620,2191,3142,4247
680510,5087,5139,5394
844590,5987,8942,13099
291819,7019,4727,6068
120400,5259,6405,6777
320415,6807,10806,12632
852851,8533,8743,10951
294200,2565,2117,3574
890520,1353,119,359
731029,6183,9334,4389
481910,15322,26620,15805
340490,5844,7794,6403
91011,3302,4745,4080
846210,4278,6183,11993
290399,6145,4490,6703
846249,2349,3479,4553
520859,307,373,2691
282110,2469,5177,5025
842490,4651,5013,16235
750210,3139,3640,6182
320990,4699,5925,4700
391390,5538,5577,4929
850990,7369,10552,8550
350610,7204,8236,9390
200799,7090,5984,7438
151790,5163,7384,6451
250810,4262,7785,6135
560393,1786,6225,9588
844010,2706,4201,5362
291570,6274,6992,6925
441700,4241,6908,6795
401162,3711,4529,5620
480431,6752,10815,27196
841350,4726,5245,5334
843890,3972,3464,4340
830230,1838,5799,5163
842511,8120,7247,8095
846239,4873,3665,7688
381300,7389,6996,9281
902720,10315,7217,9157
870710,17714,21501,8325
293690,2782,4482,5402
841460,6179,5638,5658
291560,4809,4672,5579
410150,2998,7079,7755
850760,1612,3014,10990
851140,3762,9247,9822
640219,24365,8974,7380
844311,8872,5987,4006
200791,2609,4103,4969
110313,8949,7560,4870
841720,4758,4333,11114
846291,3812,3850,3362
844316,7675,5552,6024
761290,11030,14672,11308
852729,5826,7264,8215
330410,5397,2575,5979
850410,21171,17689,8633
844519,6449,5773,3681
540720,7074,12337,11308
520611,4102,1974,1347
910700,6714,8235,6660
721090,11775,11551,8476
690390,6074,5848,4952
390320,8609,10123,7704
871190,236,400,1373
