Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
441299,145,17967,11446
851680,6017,11068,23527
851821,8990,17246,17279
871639,16655,21189,18564
760719,13389,14031,15770
300510,18463,18937,17434
870590,25315,19611,17586
482369,0,22062,21540
470730,363,3223,2827
382440,16781,23723,20085
282810,13481,15305,15922
841583,21787,20591,11922
321490,19494,20959,22988
850940,13460,13828,12051
847590,8057,18623,20377
900140,772,2200,7067
200580,10246,10060,10425
750720,782,1269,1369
540261,23290,27920,19657
540741,5311,5150,9790
830890,14892,16703,24352
560122,720,6998,7837
903040,17629,18584,23150
382100,715,6579,7605
340212,4571,7533,13488
630619,8179,14718,23026
590610,14251,25193,17128
550320,23111,29375,26118
760421,18603,22359,18313
681091,9161,11196,19056
851590,16328,15136,13145
930390,1659,15051,5334
870894,14286,16327,18095
700800,12086,18040,31012
330300,15843,19760,20598
491199,30069,23834,20271
110813,13438,15381,15349
901812,21731,20161,17047
392030,12150,13917,12888
830140,16209,21209,21614
840212,3688,7050,9432
210120,17541,16993,13207
630532,6514,8860,19033
340219,18487,20025,16185
401691,17278,16077,13747
903084,0,7356,6313
853110,10189,14346,18357
620462,14505,22462,18434
851220,8165,13477,13344
841112,0,2,0
732591,17903,17336,18722
340119,6441,7687,6893
220870,2344,4160,4639
846721,22312,16269,13250
200799,12367,8100,12925
390940,19322,16056,13189
390910,38056,76932,12525
300290,3155,5301,10199
761510,0,13175,13547
252010,27922,33259,18147
900691,25047,83293,70939
340213,13485,14229,14684
621710,17835,17232,17163
540219,0,35165,19563
70190,9150,10582,11227
842481,13382,15338,16757
940390,11003,17717,19788
481149,4749,6801,7030
590190,6952,11780,7650
391190,23451,21881,17320
391810,22468,23565,18946
380290,10676,10678,12305
830250,12026,13835,19333
842833,21914,20605,24425
600622,15854,14187,11134
880529,4004,14883,14180
850870,0,8496,6633
870880,13120,9897,9111
370790,15767,16068,14067
700529,7859,21181,22731
284330,7044,6877,11235
711319,650,1705,6135
830241,18190,18270,33296
442190,7557,9107,13901
847981,21619,12741,9280
680223,8746,11979,14752
210230,467,585,7111
961700,10025,11151,13702
846599,7929,12790,14506
846592,2369,4365,2417
940161,16293,19501,22417
845012,10826,12623,15113
520919,3303,5529,13787
902610,12515,15133,18112
621210,15900,14811,15959
283319,3283,4782,11605
860500,0,1,421
722219,5558,6558,7163
