Code,Imported value in 2017,Imported value in 2018,Imported value in 2019
851718,115276,64577,71963
481019,56049,59598,52921
321590,41574,34950,32853
640420,34143,54073,60369
520524,137280,86929,53271
390769,51113,54899,41425
80212,199661,168160,104961
740819,47295,59636,48496
80550,66113,54430,44955
902219,29557,36454,42687
841911,38252,38868,45618
732111,33056,34369,36372
841981,47356,51479,49941
841229,52591,48431,24736
610432,74872,70109,57965
850870,47735,34859,22631
480256,45350,48282,47902
320417,35994,37220,36831
91020,20581,99683,33990
900140,29892,40052,55307
490700,46933,42417,53395
854720,40724,46857,38538
380891,30184,37976,30318
391740,35305,32964,41298
903033,43363,58660,61288
370790,57138,40014,40337
610332,60150,72684,56781
381121,41016,44105,42604
851930,36485,46996,47124
730300,43814,36780,39548
200410,18637,20423,39443
130219,36234,63625,54862
852721,139717,140452,75771
711019,66039,24536,59422
940429,38448,42390,41153
890190,152181,16565,36843
842230,15624,27634,35276
50100,1417,9387,17728
190120,20585,29394,35528
381010,51313,53121,38346
900691,59030,55092,53419
960810,71352,57811,49932
841370,34589,38930,39672
520523,60567,44872,31229
740921,64658,73592,53770
901210,20303,13571,41940
790200,484,98,16926
902610,27756,33647,38765
401519,23552,24338,19585
950691,39744,35403,26919
80211,170881,204924,115367
20741,26548,25041,26299
701090,41542,41411,40865
320910,35983,32115,32656
940290,17567,23515,23257
900510,42440,21873,48507
391731,30706,33697,37242
853230,41104,48604,24115
20442,30370,29585,29815
870333,191728,99474,51814
901849,38791,42957,42724
620610,69949,64065,44335
730719,38809,35836,31149
950651,42520,39285,34247
20751,26751,27036,27846
540244,72538,59577,49785
30192,14129,29225,66174
850520,56911,54968,47409
854320,30515,24657,26182
581092,36340,38244,41077
30499,12136,16467,19869
961700,44339,49511,38617
842129,21613,21179,23264
401120,41796,39629,35755
120991,42172,49990,51822
902214,15411,31303,16372
690722,36497,44322,35365
820790,31805,36627,43158
20321,62858,40981,55476
600621,28425,25160,33064
390469,18713,27002,29692
210111,101047,42500,37824
30812,112288,102257,63009
620331,45424,48316,45608
200390,14041,12339,17312
851629,38027,38460,32447
961210,51763,38091,35628
300290,31139,26237,26004
20712,21133,18381,24972
900110,85066,77711,37493
240120,44893,45528,63500
710121,70227,74480,62937
761510,32103,33657,28454
710692,42800,61468,48635
30614,96922,68397,54649
871499,44150,42388,40495
300390,20850,18449,28502
870810,40271,43258,36264
340120,18395,14816,14392
591190,43752,42609,35991
190410,42951,43765,40189
821210,57344,66089,45344
620452,50521,60792,52255
902920,17125,22876,17683
330210,51464,50019,46715
550810,45918,49238,47216
520542,48344,58277,45302
731210,45732,41023,33819
220210,35948,35340,33040
611430,26221,26709,24826
854330,21102,30795,29851
40630,40797,31212,29155
300431,23325,22806,25535
960190,30638,40631,47901
840890,63724,20777,24070
845190,45381,42948,38015
320810,14440,37240,32803
160561,4059,28436,28411
845180,13684,11474,22171
482010,54101,54760,54683
901813,23395,25737,23592
280490,43809,63693,24667
491199,42196,44741,38098
490890,29679,24315,26329
848340,37008,40048,33107
640291,49719,48374,38101
400220,37622,38761,33270
30791,88159,94178,48496
20311,16,1,2781
190190,40312,42723,37635
621143,44451,55750,45898
902110,7997,7199,13183
841290,59364,49740,40975
80540,20827,34385,28409
110412,34982,31614,28707
390190,102455,32875,40841
760719,42302,60878,40898
210310,32189,31546,29171
820730,23444,42193,49692
90220,16760,19285,18513
841460,31461,27213,26471
90121,240289,59057,34863
841182,5061,59237,13253
841869,20970,29993,24984
30711,37137,36457,34604
870840,23995,26960,23485
853590,80832,69578,54454
830110,28549,38282,33565
810890,23715,30251,26481
847010,66118,61869,47848
220110,35095,41227,36728
842810,41112,32793,32837
940169,20129,21443,24292
392620,40887,38871,27977
850640,53449,43160,47787
390390,42131,39419,27075
30721,18941,23198,24319
510610,60144,77166,54226
610832,51712,55700,55952
841221,24030,26965,30844
710410,646,1277,6794
848220,28398,29809,31009
850140,53219,50805,31770
621710,39829,55621,41975
761100,74,145,388
732020,12993,12701,14905
741012,20079,15181,20783
960610,40913,35044,36302
550969,69023,58415,61407
482369,24517,27642,27739
820900,48904,52450,43695
420211,72375,80861,54099
520544,53467,46625,33509
722090,2788,7618,19415
681099,30209,22090,25821
854460,37790,49897,26839
870290,22014,28545,29278
841850,26938,24623,24340
848330,26241,29435,26216
853390,57283,59100,19388
850151,62148,57876,42470
151419,50037,32278,31856
950730,24135,22095,20231
848140,19388,22961,29949
871410,10586,39253,38986
150790,21188,33023,39807
848240,24646,25733,27654
903020,36424,44442,30948
560392,35037,33687,25250
902480,35604,31386,24259
853939,38441,32047,31521
180632,26902,30158,26472
540110,35990,34041,32877
442199,28845,33447,37661
620439,32933,35639,38313
160419,27757,26743,23757
520842,71389,67495,45675
846729,45968,52083,37497
960621,38154,39651,35541
940340,36878,31679,22925
40210,27204,20588,28614
830241,37332,34223,30267
392091,25583,24502,23053
630221,31898,31842,31106
490810,22242,24593,24405
850710,24805,29247,31875
510720,28200,26703,30611
70310,4962,4951,4484
20621,9131,15348,24349
910119,66815,71576,45031
392630,17207,21203,26245
901510,48984,63400,38892
650610,18756,18851,19682
150890,18015,19972,16454
640192,50408,42784,45565
71080,27368,24248,24716
960711,44862,39829,35301
830242,34460,35672,29960
841239,4676,5602,7490
730830,36871,32422,29537
600623,49429,48236,30689
761290,23644,25344,23291
481032,49233,37161,34420
620212,49028,54243,42442
200799,21414,24348,23736
340319,24894,25702,27000
